Error,Correction,Explanation,,,
ما هي أسبابُ ضَعْفِ الطَّلاب؟,ما أَسْبَابُ ضَعْفِ الطُّلاب؟,"من الاستعمال اللغوي الشائع حديثاً وضع الضمائر بين اسم الاستفهام والمستفهم عنه، وهذا غير دقيق في اللغة، والمفروض أن يكون اسم الاستفهام ثم المستفهم عنه مباشرة دون أية ضمائر للفصل هكذا : ما أنواع؟ وما عوامل؟ وما أسباب؟ لذا ينبغي أن ننتبه لهذا الأمر. ومن الجدير ذكره أن الحق سبحانه وتعالى قال: ""الحاقةُ ما الحاقةُ"" ، ولم يقل ""الحاقة ماهي الحاقة"" فتنبه لهذا الأمر هي بشكل دقيق. وكذلك: ""القارعة ما القارعة"".",,,
صف الحالة النفسية للناس؟,صف الحالة النفسية للناس.,"لا يصح في الاستعمال اللغوي الصحيح أن نضع علامة الاستفهام عقب السؤال الذي يكون بفعل الأمر، مثل: (صف؟ صِلْ؟ اذكرْ؟ عَبِّرْ ؟)، والصحيح: (صِفْ ، صِلْ، اذكرْ، عَبِّر ...). 
قال الشاعر أحمد شوقي: 
وَصِفا لي مُلاوةً مِنْ شَبَابٍ * صُوّرتْ مِنْ تصوراتٍ وَمَضٌ 
وكقول امرئ القيس في مطلع معلقته: 
قِفَا نبكِ مِنْ ذِكْرِى حَبيبٍ ومنزلِ بِسقَط اللّوى بينَ الدخولِ فحومل 
فقال الأول : صفا، وقال الثاني: قفا. ولا علامة استفهام بعدهما.",,,
إقرأ الدرس قراءة جهرية.,إقرأ الدرس قراءة جهريةً.,"لا يصح وضع همزة القطع تحت فعل الأمر الثلاثي ""اقرأ"" ولا توضع همزة القطع لا فوق الحرف أو تحته وإنّما همزة الوصل هكذا بغير همزة قطع كما هو معروف. قال تعالى: ""اقْرَأْ بِاسْمِ رَبِّكَ الَّذِي خَلَقَ"" ونستطيع أن نميز همزة الوصل بوضع واو أو فاء قبلها فتسقط في نصف الكلام لتتضح أنها همزة وصل كما هو مبين أعلاه. والقراءة صنفان : جهرية وصامتة وكلتاهما لها أهمية بالغة في الحياة الجارية والحياة التعليمية.",,,
الطَّالبُ كتابة جميلٌ.,الطَّالبُ كتابة جميلٌ.,"لا يصح في الاستعمال اللغوي الصحيح أن نضع نقطتين على الهاء، أما التاء المربوطة فتضع نقطتين فوقها. وفي الخطأ السابق ""كتابة"" هذه هاء الضمير وليست تاءً مربوطة لتضع عليها نقطاً.",,,
الكتاب علي الطاولة.,الكتاب على الطاولة.,"حرف الجر ""على"" لا نضع نقطاً تحته وإلا أصبحت ""علي"" وشتان بين الكلمتين على حرف جر و""علي"" اسم من الأسماء الإسلامية المعروفة، فتقول: علي طالب ماهر . الكتاب على الطَّاولة. فالأولى: ""علي"" والأخرى : عَلَى"". والأولى : اسمٌ والأخرى حرفُ جرٍ.",,,
يا فاطمة اختري الإجابة الصحيحة.,"يا فاطمة، اختاري الإجابة الصحيحة.","فعل الأمر من الفعل : اختار للمذكر : اختر وللمؤنثة: اختاري؛ لأنَّ القاعدة اللغوية تقول : ""يُبنى فعلُ الأمر على ما  يُجزمُ به مضارِعُه"" فمضارع اختار يختار، تختارين وجزمه يكون: لم تختاري، والأمر منه اختاري وليس: اختري كما يظن بعض المتحدثين باللغة العربية الحديثة. والخلاصة : نقولُ للمذكر : اختر . ونقولُ للمؤنث : اختاري. ومن الجدير ذكره أنَّ بعض المتحدثين باللغة العربية يجمع كلمة صغرى"" على ""صغرات"" وهذا غير دقيق والصواب : ""صُغريَات"" والمثنى ""صُغْرِيَان"".",,,
هَرَعَ الطلاب إلى الفصل.,هُرِعَ الطلاب إلى الفصل.,"الفعل ""هرع"" لم يرد في لغة العرب إلا مبنياً للمجهول، ولم يرد مبيناً للمعلوم كما نسمعه من المتحدثين باللغة العربية الحديثة، خاصة في وسائل الإعلام كالتلفزيون والمذياع والصحف والمجلات، ويكثر قولهم: هَرَعَت سيارات الشرطة إلى مَوْضع الحادث. والصوابُ هُرعَتْ"" كما هو معروف. 
وقال الشاعر : 
وجاءُوا يُهرِعُونَ اليه حَتَّى * يكونُوا حَوْلَ مِنْبره عِزِينا 
وجاء في جمع : دُجية: دُجى. وجمع: دَيْجاة: دياجي. 
وجمع: دَيْجور دياجير.",,,
كَتَبُوا الطلاب الدرس.,كَتَبَ الطلاب الدرس.,"لا يصح جمعُ الفعل إذا كان الفاعل جمعاً، ولا يصح تثنية الفعل إذا كان الفاعل مثنى بل يجب إفراد الفعل دائماً، إذا كان الفاعل مثنى أو جمعاً فتقول: قام الطالب. قام الطالبان. قام الطلاب. لكن تثنية وجمع الأفعال في حالة تثنية وجمع الفاعل لغة تسمى لغة "" يتعاقبون فيكم"" أو لغة أكلوني البراغيث. وجاء في الحديث الشريف: ""يَتَعاقَبوُنَ فيكم مَلائِكَةٌ بالليل وَمَلائِكَةٌ بالنّهار"".",,,
إستخرج الصور الجمالية.,استخرج الصور الجمالية.,"لا يصح وضع همزة القطع تحت فعل الأمر للفعل السداسي، وإنّما هي همزة وصل فقط، وكما سبق ضع حرف  الواو أو الفاء قبلها فتتضح أنها همزة وصل؛ لذا لا يصح وضع همزة القطع تحتها كما نسمع ونشاهد من المتحدثين والكتاب باللغة العربية. وأنت ترى أننا لم نضع السكون على الفعل مع أنه مبنى على السكون ، لأنه حرك بالكسر لالتقاء الساكنين. 
الساكن الأول : سكون بناء فعل الأمر. 
الساكن الثاني : ألف الوصل في لام التعريف. 
فيحرك أولهما بالكسر بناءً على القاعدة اللغوية المعروفة.",,,
لا تمشي بين قاطرات الطلاب يا محمد.,لا تمش بين قاطرات الطلاب يا محمد.,"لا يصح أن نضع الياء للفعل الناقص بعد لا الناهية، لأن لا الناهية تجزم الفعل المضارع وجزمه يكون بحذف حرف العلة الياء قال الشاعر : 
لا تَنْهَ عَنْ خُلُق وتأتيَ مِثْلَه * عارٌ عَليكَ إِذا فَعَلْتَ عِظِيمُ 
والفعل ""تنهى دخلت عليه ""لا الناهية فجزمته بحذف حرف العلة وهوالألف. وحروف اللغة العربية للعلة هي: الألف والواو والياء. وفرق بين النهي والنفي كما يلي: فالنّهي تقول: لا تُهمِلْ واجبك . والنّفى تقول : محمد لا يُهْمِل دروسه.",,,
هذه مسألة هامة.,هذه مسألة مهمة.,"هذه مسألة هامة، غير هذه مسألة مهمة، والأولى معناها : أي قاصدة أو عازمة، أما الثانية فهي مسألة ذات شأنٍ كبير وعظيم، وهناك في لغة العرب: كلمة مُهمة ومَهمَّة. والأولى: أي ذات شأن عظيم والثانية: عمل أو دور أو وظيفة. ومُهمة تُجمَعُ على مهمات"". ومهمة تُجمَعُ على ""مهام"". كما تستخدم اللغة العربية كلمة ""مهمه"" أي صحراء وجمعها ""مهامه""، تقول: مهامه العالم واسعةً أي صحاري العالم واسعة.",,,
هَذهِ ظاهرةٌ لَغَويّة.,هَذه ظاهرة لُغَويّة.,"لا يصح أن نقول : لَغَويّ ولكن نقول: لُغَويّ، لأنها نسب إلى كلمة لغة، والنسب إليها بحذف التاء والتي هي عوض عن حذف حرف الواو فتقول : لُغَوِيّ ولا تقول : لَغَوِيّ كما نسمع من المتحدثين باللغة العربية الحديثة. وجاء في تعريف اللغة عند ابن جني وهو من علماء اللغة القدامى "" إنّها أصْوَاتٌ يُعبر بها كُلُّ قومٍ عَنْ أَعْراضِهِم"" وظاهرة: مفرد بمعنى حدث أو أمر ظاهر. وجمعها : ظواهر. وهي: صيغة منتهى الجموع ، وهي كل جمع تكسير بعد ألف تكسيره حرفان أو ثلاثة أوسطها ساكن.",,,
خَضْرَواتُ فِلَسْطِينَ متنوعة.,خَضْراوَاتُ فِلَسْطِينَ متنوعة.,لا يصح حذف الألف في كلمة خضراوات؛ لأن كلمة خضراء همزتها زائدة للتأنيث فتقلب الهمزة واواً عند الجمع جمع مؤنث سالماً فتقول : خضراوات. وهكذا أما حذف الألف فلا دليل على صحة ودقة هذا الحذف. وخضراوات : مبتدأ مرفوع وعلامة رفعه الضمة الظاهرة على آخره. وفلسطين: مضاف إليه مجرور وعلامة جره الفتحة نيابة عن الكسرة؛ لأنه ممنوع من الصرف بسبب العلمية والعجمة. ومتنوعة : خبر المبتدأ مرفوع وعلامة رفعه الضمة الظاهرة على آخره.,,,
هَضَبَةُ الجولان أرضٌ عربية.,هَضْبَةُ الجولان أرضٌ عربيةً.,"لا يصح فتح الضاد في كلمة ""هَضْبة"" لأن المعاجم اللغوية المعتبرة ضبطت الضاد بالسكون ليس غير. أما المتحدثون باللغة الحديثة فيفتحون الضاد طلباً للتخفيف فقط. وهضبة مفرد :جمعه هضاب والهضبة مصطلح جغرافي معروف أو مفهوم جغرافي يدركه أهلُ هَذَا الفنِّ وَدارِسُوه. ويشار هنا إلى أن بعض الناطقين باللغة يخطئ في نطق كلمة (سَطر)، فيقول ""سَطَرْ"" والصواب بتسكين الطـاء والسطر : مفرد وجمعه أسطار على وزن ""أفعال""، أو سطور بوزن ""فعول"".",,,
هذا قاضي ماهر.,هذا قاض ماهر.,"لا يصح وضع الياء في اسم الفاعل للفعل قضى؛ بل يجب أن نحذف الياء إذا كان الاسم نكرة في حالة الرفع والجر، ولكن إذا عُرّف هذا الاسم أو أضيف إلى كلمة أخرى فيجوز إضافة الياء فتقول: القاضي، ورأيت قاضياً. قاضي المدينة. والحذف تقول : هذا قاض مرزتُ بقاض.",,,
يكتب عناصر الدرس.,يكتب الطالب عناصر الدرس.,"لا يصح حذف الفاعل من الهدف أياً كان هذا الهدف؛ لأن الفاعل لا يحذف مطلقاً إن كان اسماً ظاهراً أو ضميراً منفصلاً أو مستتراً يقولُ ابن مالك: 
وبعدَ فِعْلِ فاعل فإِنْ ظَهَرْ * فهو والإ فضمير استتر 
فالفاعل لا يحذف بأي حال من الأحوال. 
وقال كذلك : 
الْفَاعِلُ الَّذي لَمرفوعي أتى زيدٌ * منيراً وجهه نِعْمَ الفَتَى
والفاعل هنا : زيد : فاعل للفعل أتى والفاعل وجهه : فاعل لاسم 
الفاعل مُنيراً. والفاعل : الفَتَى : فاعل للفعل نِعْم.",,,
السُّبورة نظيفة وجديدة.,السَّبورة نظيفة وجديدة.,"لا يصح ضم حرف السين في كلمة السبورة؛ لأن المعاجم ضبطت الكلمة بالفتح وليست بالضم كما نسمعها ممن يتحدثون باللغة العربية الفصيحة الآن تقول: سَبورة المعلم نظيفة. وتقولُ : ""السَبورة المفعلة تُساوي معلماً ناجحاً"". واخترع العلماء سبورة حديثة تسمى: السبورة الذكية إضافة إلى السبورة المغناطيسية والسبورة السوداء ثم السبورة الخضراء.",,,
إسم الطالب يعرفه المعلم.,اسمُ الطالب يعرفه المعلمُ.,"لا يصح أن نضع همزة القطع تحت كلمة اسم أي: تحت همزة الوصل في أولها كما نرى في الكلام المكتوب في اللغة الحديثة، والأسماء في اللغة التي همزتها همزة وصل محددة ومعروفة وهي: اِسْم ابْن ابْنه، امرؤ امْرأة، اثنان، اثنتان، ابنم، ا?م الله، است. والأسماءُ غُيرها قطع بلا خلاف بين أصحاب اللغة العربية.",,,
المعلم كف لتدريس المبحث .,المعلم كفء لتدريس المبحث.,"لا يصح وضع الهمزة على حرف الفاء في كلمة كفء؛ لأنَّ الهمزة المتطرفة المسبوقة بحرفِ ساكن تُكْتَبُ على السطر، ولا يصح وضعها على الفاء أو على الألف أو على الياء ولكن إذا قلت: هو معلم كَفِيّ فهذا جائز ، وجمعه أكفياء أما هو معلم كفء وجمعه : أكْفاء، نقولُ : معلمون أكفاء. وهكذا. والخلاصة أنّ ""أَكْفَاء"" مفردها ""كُفء"". وأن أكفباء مفردها ""كفي"". وأنّ ""أكفاء"" مفردها ""كَفيف""",,,
المعلمون أكفاء.,المعلمون أكفاء.,"لا يصح تشديد الفاء في جمع كلمة كفء فإذا شددت أصبحت بمعنى آخر ، والمعلمون الأكفاء هم القادرون الفاعلون، أما كلمة ""أكفاء"" بالتشديد فتعني أنهم من ذوي الحاجات الخاصة الذين فقدوا البصر، وهذا معنى بعيد عن الكفاءة التي يُوصَفُ بها المعلمون. 
وتقول : فلان ذو كفاءة. 
وتقول: آخر ذو كفاية. 
ومعنى الأول : أنه كف ولكن له نظراء وأمثال . 
والثاني: أنه كفء وليس له نظراء وأمثال",,,
يقولُ المعلمُ عن نفسه : قَرَأْتَ الكتاب.,يقولُ المعلم عن نفسه : قَرَأْتُ الكتاب.,"لا يصح للمتكلم المعبر عن نفسه أن يقول: قرأت وإلا أصبح معنى آخر غير المراد، والمتحدث الذي يتكلم عن نفسه يجب أن يقول : قرأتُ، سمعتُ، شاهدتُ، رأيْتُ. وهكذا. هذا ولو أنَّ قارئاً قرأ الفاتحة من القرآن الكريم فقال: ""صِراطَ الَّذِينَ أنعمتُ عليهم لكان معناه : أنه المنعم ، مع أن الآية جاءت: ""صِراطَ الَّذينَ أنعمت عليهم"". والمعنى: أَنَّ الْمُنْعِمَ هو الله تعالى، ولاحظ الفرق بين التعبيرين السابقين؛ لهذا نحرص على دقة الحركة في اللغة العربية لدلالتها على المعنى الدقيق والمراد بشكل لا يغيّر المعنى المقصود.",,,
الطلاب يكتبوا الدرس.,الطلاب يكتبون الدرس.,"لا يصح حذف النون من هذا الفعل؛ لأن حذف النون يكون إذا سبق بناصب أو جازم مثل : لم يكتبوا أو لن يكتبوا، لكننا نرى الناس يحذفون النون بغير أن تُسبق بناصبٍ أو جازمٍ، وهذا خطأ واضح. قال ابْنُ مالك: 
وحذفها للجزم والنّصبِ سِمَهْ * كَلَمَ تَكُونِي لِتَرونِي مَظْلمة
والرفع يكونُ بثبوت النون. والنصبُ والجزمُ يكونُ بحذف النون. هذا . طبعاً . في الأفعال الخمسة. وهي ""كل فعل اتصلت به ألف الاثنين أو واو الجماعة أو ياء المخاطبة"".",,,
"أيُّها الطالبة، انتبهي.","أيتها الطالبة، انتبهي.","لا يصح أن نخلط بين استخدام ""أيها"" و""أيتها""؛ لأن الأولى تُستخدم للمذكر والثانية تستخدم للمؤنث، ولكن بعض أهل اللغة من يخلط بين الاستخدامين السابقين فيقلب الاستخدام ليصبح عكس الصواب. وتقول: أيها المجاهد. وتقول: أيتها الأم.",,,
مُصْطَفي طالبٌ مجتهد.,مصطفى طالب مجتهد .,"لا يصح وضع نقطتن تحت كلمة مصطفى؛ لأنه اسم مقصور والاسم المقصور بالألف لا نضع نقطتين تحتها وإلا أصبحت حرف ياء، إلا إذا كانت لهجة عربية تميل الألف إلى الياء. وتقول في تثنيه :مُصطفى: مُصْطَفيان. وتقول في جمعه: مُصْطَفَوْن. قال تعالى: ""وإنّهم عِنْدنَا لَمِن المُصْطَفْين الأخيار"" ويشار هنا إلى الفعل ""لقي"" فإذا أسند إلى واو الجماعة قيل فيه: ""لَقُوا"" فينطقون هذا الفعل ""لَقَوْا"" والصواب بالضم؛ لأن الضمة نقلت إلى الحرف قبلها ثم حذفت الياء فبقيت الضمة ""لقُوا"".",,,
الطُّلابُ قاضيون.,الطُّلابُ قاضون.,"لا يصح وضع الياء في جمع كلمة قاض والقاعدة اللغوية تقول بحذف الياء في الاسم المنقوص إذا جُمِعَ جَمْعَ مذكر سالماً ، وترى بعض المتحدثين باللغة العربية يضعون الياء بغير معرفة للاستخدام اللغوي السليم. والقاعدة تقول : عند جمع الاسم المنقوص جمع مذكر سالماً، تحذف الياء ونضع علامات جمع المذكر السالم الواو والنون رفعاً والياء والنون نصباً وجراً، ويُضم ما قبل الواو والنون ويكسر ما قبل الياء والنون. إذن فلا محل للياء قبل الواو والنون أو الياء والنون.",,,
نَفَّذ المعلم أشياءً كثيرة.,نَفَّذ المعلمُ أشياءَ كثيرة.,"لا يصح في الاستعمال اللغوي أن ننون كلمة أشياء لأنها ممنوعة من الصرف، وكلمة أشياء وزنها لفعاء وليست وزنها أفعال ؛ لأن صيغة أفعال ليست ممنوعة من الصرف كقول الله تعالى : "" إنْ هِيَ إلا أسماء سميتموها أنتم وآباؤكم"" أما أشياء كقول الله تعالى: "" لا تَسْأَلُوا عَنْ أَشْيَاءَ إِنْ تُبْدَ لَكُمْ تَسُؤكُمْ"" والفرق واضح بين أسماء وأشياء فالأولى مصروفة والثانية ممنوعة من الصرف، أي غير مُنونة.",,,
تسقط الأمطار شتاءاً على فِلَسْطِينَ.,تسقط الأمطار شتاءً على فِلَسْطِينَ.,"لا يصح أن نضع التنوين في الهمزة المتطرفة في كلمة تاءً"" على ألف بعد الهمزة؛ لأن القاعدة تقول: إن الهمزة المتطرفة إذا سبقت بألف لا نضع ألفاً للتنوين بعد الهمزة، أما إذا لم تسبق بألف فنضع ألفاً مثل جزءاً أما: شتاءً، فلا يصح أن نضع التنوين بعد الهمزة على الألف كما يفعل بعض الكتاب المحدثين. وتُعَربُ شتاءً: ظرف زمان منصوب وعلامة نصبه الفتحة الظاهرة على آخره.",,,
رأيتُ أداءاً رائعاً.,رأيْتُ أداءً رائعاً.,وكذلك لا يصح أن نضعَ أَلِفَاً بعدَ الهمزة هنا لأنَّها تنطبق عليها قاعدة شتاءً السابقة ولكن هذه الكلمة شائعة فأجبت أن أذكرها هنا ؛ لأهميتها ولشيوعها في الاستخدام اللغوي الحديث. وجدير بالذكر أن اللغة العربية تستخدم ثلاث كلمات بمعنى واحدٍ وجموع مختلفة: الأولى : خاصة وجمعها خواص. الثانية خصيصة وجمعها خَصَائِص. الثالثة: خاصية وجمعها خاصيات.,,,
يقولُ المعلمُ سائلاً: كم يوم في الأسبوع؟,يقولُ المعلمُ سائلاً: كم يوماً في الأسبوع؟,"تمييز ""كم"" الاستفهامية منصوب، فلا يصح أن يجر جر إلا إذا سبق بحرف جر ، وهنا لم يسبق بحرف جر ، لذا كان الواجب أن ينصب كما ورد في الصَّواب السَّابق ، ثم تذيل الجملة بعلامة الاستفهام الدالة على السؤال. وتستخدم كم استفهامية وخبرية. والاستفهامية لإفادة الاستفهام والخبرية : للتعبير عن الكثرة كقول الشاعر : 
كم تشتكي وتقول: إِنَّكَ مُعْدِمُ * والأرضُ ملككَ والسَّما والأنجم",,,
قَرَأْتُ ثلاثَ كتبٍ.,قَرَأْتُ ثلاثَةَ كتبٍ.,"التمييز من ثلاثة إلى عشرة يخالف العدد المعدود فالكتاب مذكر وعدده يجب أن يكون مؤنثاً فنقول ثلاثة كتب، أربع قصص، خمسة رجال، تسع نساء وهكذا، ولا يجوز العدول عن هذه القاعدة إلى غيرها. وجاء في تعريف التمييز في الألفية: 
اسم بمعنى مِنْ مبين نكرة * يُنْصَبُ تمييزاً بما قد فسَّرة 
كَشِبْرٍ أَرْضَاً وَقَفيز بُراً * ومنوين عسلاً وتمراً
والتمييز لغةً مَعْنَاه التفسير وهو اسم نكرة بمعنى ""من"" منصوب، يبيّن ويفسّر اسماً سابقاً أو جملة سابقة له.",,,
كَتَبْتُ خمسين ورقاً.,كَتَبْتُ خمسين ورقةً.,"تمييز ألفاظ العقود من عشرين إلى تسعين يكون مفرداً منصوباً ولا يصح أن يكون جمعاً أو مجروراً ولكن يكون مفرداً منصوباً مثل : ""إِنَّ هَذَا أَخِي لَهُ تِسْعٌ وَتِسْعُونَ نَعْجَةً"" ومثل: قرأت ثلاثين كتاباً، وخمسين قصة، وهكذا، وهذا تمييز العدد كما هو معروف في لغة العرب. ورقة مفرد : وَرَقٌ. أو أوراق، أما الورق: فهي الفضة. وجاء في القرآن الكريم : "" فابْعَثُوا أحدكم بِوَرِقِكُم هَذه إلى المدينة"".",,,
قَرَأْتُ مواضيعاً كثيرة.,قَرَأْتُ مواضيع كثيرة.,"لا يصح تنوينُ الممنوع من الصرف مثل كلمة ""مواضيع"" فهي ممنوعة من الصرف ؛ لأنها صيغة منتهى الجموع، وهذه الصيغة عبارة عن كل جمع تكسير بعد ألف تكسيره حرفان أو ثلاثة أوسطها ساكن، وهي ترفع بالضمة في حالة الرفع وتنصب بالفتحة وتجر بالفتحة كذلك إلا إذا أُضيفت أو عرّفت بأل. مثل: (هذه مواضيع جميلة. ورأيت مواضيع جميلة. ومررت بمواضيع جميلة) و (مزرتُ ببعض مواضيع التعبير. ومررت بالمواضيع الجميلة).",,,
المعلمان نشيطين.,المعلمان نشيطان.,"لا يصح أن يكون خبر المثنى منصوباً أو مجروراً، لكن هذا الخبر يجب أن يكون مرفوعاً وعلامة رفعه الألف، لأنه مثنى والمثنى يُرفع بالألف ويُجر بالياء. وجاء في تعريفه: 
بالْأَلْفِ أرفعِ المُثنى وَكِلاً * إِذَا بِمُضْمَرٍ مُضَافاً وُصِلاً 
كلتا كَذَاكَ أَثْنَانِ وَاثْنَتَانِ * كأبنين وابنتين يَجْرِيانِ
فذكر هنا المثنى وما يُلحق به وهو : كلا وكلتا، واثنان واثنتان، واللذان واللتان، وهذان وهاتان. وما سُمّي به المثنى كذلك يلحق به أي بالألف رفعاً وبالياء نصباً وجراً.",,,
